iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,T41MiM
259,2024-12-23 14:41:21.267424,9.615397163438077,9.612986538614225,60.92336703946505,60.914263017870056,60.923367056401254,60.92137344895434,60.92378408397103,0.0,0.0,0.0,0.0,-5.664294259872804,1.0,0
260,2024-12-23 14:41:28.733561,9.60200607051164,9.599595453573393,60.90997594853362,60.90087193195858,60.90997596546984,60.90798236834187,60.910392993161175,0.0,0.0,0.0,0.0,-5.664300054490923,1.0,0
261,2024-12-23 14:41:36.219610,9.588614977900631,9.586204365258151,60.89658485562934,60.887480842935645,60.89658487256557,60.89459128329915,60.89700190023492,0.0,0.0,0.0,0.0,-5.664300054490923,1.0,0
262,2024-12-23 14:41:43.633406,9.575223896044077,9.572813275380817,60.88319376364367,60.87408975288896,60.88319378057987,60.88120019498301,60.88361080763011,0.0,0.0,0.0,0.0,-5.664294259872804,1.0,0
263,2024-12-23 14:41:51.064385,9.561832806977828,9.559422188958125,60.86980268136523,60.860698667329395,60.86980269830144,60.86780910510767,60.8702197257694,0.0,0.0,0.0,0.0,-5.664297157181863,1.0,0
264,2024-12-23 14:41:58.863298,9.548441725211395,9.546031101679283,60.85641159272405,60.847307579954666,60.856411609660256,60.854418018684484,60.85682863670736,0.0,0.0,0.0,0.0,-5.664294259872804,1.0,0
265,2024-12-23 14:42:05.766893,9.532298065488547,9.528990435604685,60.84284625809488,60.82982951623811,60.8428462788158,60.84102458517441,60.84343582970253,0.0,0.0,0.0,0.0,-6.930088025569603,1.0,0
266,2024-12-23 14:42:13.284787,9.515805481924819,9.512298685678584,60.82667854408131,60.81326333998136,60.826678565004215,60.82398416405194,60.82729193182039,0.0,0.0,0.0,0.0,-6.997641683597067,1.0,0
267,2024-12-23 14:42:21.010818,9.499241190573768,9.4956786467319,60.8101809628491,60.79667614261016,60.81018098381705,60.80729246393443,60.81079929877523,0.0,0.0,0.0,0.0,-7.012704793396551,1.0,0
268,2024-12-23 14:42:28.818252,9.482657061646355,9.479078442461866,60.79361528636136,60.78008532482537,60.79361530734193,60.79067243873911,60.79423499371009,0.0,0.0,0.0,0.0,-7.016929070005062,1.0,0
269,2024-12-23 14:42:33.684527,9.466067319182565,9.462483857661507,60.77703076436866,60.76349352776649,60.77703078535286,60.7740722383541,60.77765086089098,0.0,0.0,0.0,0.0,-7.018140145191865,1.0,0
270,2024-12-23 14:42:40.866783,9.449475878299467,9.445890976844357,60.76044090310315,60.74690147789233,60.76044092408845,60.75747765473301,60.76106111725095,0.0,0.0,0.0,0.0,-7.0185081034424,1.0,0
271,2024-12-23 14:42:48.126703,9.432883921268036,9.429298603301895,60.74384942612699,60.73030935089105,60.74384944711262,60.740884774267016,60.744469676010475,0.0,0.0,0.0,0.0,-7.018621098495714,1.0,0
272,2024-12-23 14:42:55.022698,9.416291817162822,9.41270637669337,60.72725745881114,60.71371719574741,60.72725747979687,60.72429240082627,60.727877718877224,0.0,0.0,0.0,0.0,-7.018652968895367,1.0,0
273,2024-12-23 14:43:02.098693,9.39969968007351,9.396114193643374,60.71066535239888,60.697125034011414,60.71066537338463,60.707700174247904,60.71128561474917,0.0,0.0,0.0,0.0,-7.018658763513486,1.0,0
274,2024-12-23 14:43:09.170503,9.383107524302133,9.37952202684795,60.69407321400452,60.68053287528642,60.694073234990285,60.69110799120916,60.69469347764693,0.0,0.0,0.0,0.0,-7.018664558131604,1.0,0
275,2024-12-23 14:43:16.103479,9.366515359834146,9.362929863931589,60.677481057622614,60.663940714435824,60.67748107860838,60.67451582441642,60.678101321869526,0.0,0.0,0.0,0.0,-7.018664558131604,1.0,0
276,2024-12-23 14:43:23.459656,9.349923195416213,9.346337700589784,60.660888893159324,60.647348551044274,60.66088891414508,60.657923661499765,60.661509157401575,0.0,0.0,0.0,0.0,-7.018661660822545,1.0,0
277,2024-12-23 14:43:30.075606,9.333205614835556,9.329578916677137,60.64428793084262,60.63055256051198,60.64428795199992,60.64133138231181,60.64491690587742,0.0,0.0,0.0,0.0,-7.076034174815504,1.0,0
278,2024-12-23 14:43:36.754799,9.316473511718778,9.312834648422728,60.62756932825166,60.61381536715523,60.62756934941824,60.6245726085344,60.62819931517797,0.0,0.0,0.0,0.0,-7.079137192818052,1.0,0
279,2024-12-23 14:43:43.858525,9.299737179936121,9.296094612486046,60.61083692695039,60.597077463318115,60.6108369481197,60.607828343229194,60.61146720910888,0.0,0.0,0.0,0.0,-7.080049845171743,1.0,0
280,2024-12-23 14:43:50.676062,9.282999559634526,9.279355871138485,60.594100504367965,60.58033936679289,60.59410052553809,60.59108830819525,60.59473087642725,0.0,0.0,0.0,0.0,-7.080322192223321,1.0,0
281,2024-12-23 14:43:57.892398,9.266261541698888,9.26261752188591,60.57736285605321,60.56360121246908,60.57736287722359,60.57434956712115,60.577993255848284,0.0,0.0,0.0,0.0,-7.080409111495101,1.0,0
282,2024-12-23 14:44:05.094744,9.249523401677223,9.245879288540104,60.56062482951664,60.546863036797994,60.5606248506871,60.55761121794942,60.561255237827496,0.0,0.0,0.0,0.0,-7.080435187276635,1.0,0
283,2024-12-23 14:44:12.457926,9.232785230407046,9.229141088020734,60.5438866872926,60.53012485272437,60.543886708463084,60.54087298462651,60.54451709778403,0.0,0.0,0.0,0.0,-7.080443879203813,1.0,0
284,2024-12-23 14:44:19.496502,9.216047053051069,9.212402897959052,60.52714851559719,60.51338666803784,60.52714853676768,60.52413478411444,60.52777892650961,0.0,0.0,0.0,0.0,-7.080446776512872,1.0,0
285,2024-12-23 14:44:26.642118,9.199308882488861,9.19566471274119,60.51041033871788,60.49664848541305,60.510410359888354,60.50739659405613,60.51104074915837,0.0,0.0,0.0,0.0,-7.080438084585694,1.0,0
286,2024-12-23 14:44:33.433622,9.182570697780216,9.178926532553445,60.49367216716011,60.479910307888495,60.4936721883306,60.49065840884178,60.4943025785863,0.0,0.0,0.0,0.0,-7.080443879203813,1.0,0
287,2024-12-23 14:44:40.521794,9.165832508823916,9.162188350751086,60.47693398215031,60.463172125473385,60.476934003320814,60.47392022865291,60.47756439387469,0.0,0.0,0.0,0.0,-7.080449673821931,1.0,0
288,2024-12-23 14:44:47.286856,9.149094325630523,9.145450166626192,60.460195793601706,60.4464339404108,60.4601958147722,60.45718204684893,60.460826204922405,0.0,0.0,0.0,0.0,-7.080446776512872,1.0,0
289,2024-12-23 14:44:54.417005,9.133465098990778,9.130187356407408,60.443533522485005,60.43144511559182,60.44353354214237,60.44044485297898,60.44408877331875,0.0,0.0,0.0,0.0,-6.574382495045938,1.0,0
290,2024-12-23 14:45:01.286954,9.117968006935312,9.114792403072581,60.42791304472581,60.41599156532917,60.427913064294714,60.425181957245385,60.42845963330072,0.0,0.0,0.0,0.0,-6.544798072241065,1.0,0
291,2024-12-23 14:45:08.439907,9.102508782968638,9.099359583357623,60.41241844830101,60.4005432200054,60.412418467845306,60.4097869792899,60.412962565954224,0.0,0.0,0.0,0.0,-6.536566817203493,1.0,0
292,2024-12-23 14:45:15.612658,9.087059405345116,9.083916912427927,60.396959872567784,60.38509658534023,60.39695989210574,60.39435415316302,60.39750334840563,0.0,0.0,0.0,0.0,-6.5344459869720595,1.0,0
293,2024-12-23 14:45:23.246136,9.071612563743672,9.068471714598271,60.38151066163438,60.36965040117241,60.38151068117072,60.37891148058599,60.38205397243251,0.0,0.0,0.0,0.0,-6.533904190177964,1.0,0
294,2024-12-23 14:45:30.184441,9.056166344916404,9.053025899984123,60.36606386099576,60.3542043431109,60.36606388053168,60.363466282354494,60.36660713123661,0.0,0.0,0.0,0.0,-6.533765119343116,1.0,0
295,2024-12-23 14:45:37.340604,9.040720270762074,9.037579933772326,60.3506176516809,60.338758316931475,60.35061767121674,60.3480204676416,60.35116091250357,0.0,0.0,0.0,0.0,-6.533739043561582,1.0,0
296,2024-12-23 14:45:44.759083,9.025274237838117,9.022133927248827,60.33517158024194,60.32331229454701,60.335171599777745,60.33257450140355,60.3357148383761,0.0,0.0,0.0,0.0,-6.533727454325344,1.0,0
297,2024-12-23 14:45:51.966709,9.009828205113712,9.006687910710477,60.31972554733164,60.30786627417085,60.319725566867454,60.31712849487352,60.32026880545227,0.0,0.0,0.0,0.0,-6.533730351634404,1.0,0
298,2024-12-23 14:45:59.031818,8.994382188123156,8.99124188846644,60.304279515642655,60.29242024981112,60.304279535178466,60.30168247833146,60.30482277273811,0.0,0.0,0.0,0.0,-6.533727454325344,1.0,0
299,2024-12-23 14:46:06.350376,8.978936164323022,8.975795868217409,60.288833498202834,60.27697423045693,60.28883351773863,60.28623645608872,60.28937675574312,0.0,0.0,0.0,0.0,-6.533724557016285,1.0,0
300,2024-12-23 14:46:13.906456,8.963490141028293,8.96034984670487,60.27338747443703,60.26152820863127,60.273387493972834,60.27079043583887,60.27393073194332,0.0,0.0,0.0,0.0,-6.533727454325344,1.0,0
